new_agreementnumber	new_effectivedate	new_expirydate	new_settlementdate	new_jurprov	new_jurisdictioncode	new_employeecount	new_naicscodeid_firsttwodigit	new_publicprivate	new_naicscodeid	new_summaryreportavailabilityindicator	new_province	new_provinceenglish	new_provincefrench	new_citynameenglish	new_citynamefrench	new_cityprovincenameenglish	new_cityprovincenamefrench	new_unionid	new_unionnameenglish	new_unionnamefrench	new_affiliationtext	new_unionacronymenglish	new_unionacronymfrench	new_noccodeid	new_name_e	new_name_f	new_companyofficialnameeng	new_companyofficialnamefra	new_currentagreementindicator
14378-02	2015-07-01	2018-06-30	2015-08-10	F20	20	26	49	Private	492110	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7514	7514 - Delivery and courier service drivers	7514 - Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie	ICS Courier a Division of Informations Communication Services (ICS) Inc.	ICS Courier a Division of Informations Communication Services (ICS) Inc.	Current
14381-03	2015-05-01	2018-04-30	2015-05-01	F20	20	12	48	Private	483115	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Anglo-Eastern Ship Management Ltd.	Anglo-Eastern Ship Management Ltd.	Active
14393-02	2014-05-30	2015-12-31	2014-05-30	F20	20	7	51	Private	515110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	682	Fédération nationale des communications	Fédération nationale des communications	4	CSN	CSN	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	Radio Centre - Ville Saint-Louis Inc.	Radio Centre - Ville Saint-Louis inc.	Active
14399-02	2014-10-16	2018-10-15	2015-04-29	F20	20	8	11	Private	115110	No	24	Quebec		Sainte-Hénédine	Sainte-Hénédine	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	8431	8431 - General farm workers	8431 - Ouvriers/ouvrières agricoles	Unicoop, Coopérative Agricole	Unicoop, Coopérative Agricole	Current
14401-03	2014-06-16	2017-06-15	2014-07-01	F11	11	93	91	Public	911910	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	484	Canadian Association of Professional Employees	Association canadienne des employés professionnels	8	Independent-natl.	Synd. ind. national	4012	4012 - Post-secondary teaching and research assistants	4012 - Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire	Library of Parliament	Bibliothèque du Parlement	Active
14402-02	2013-04-01	2017-03-31	2013-04-01	F20	20	34	51	Private	517	No	59	British Columbia		Abbotsford	Abbotsford	British Columbia	Colombie-Britannique	744	Telecommunications Workers Union	Syndicat des travailleurs en télécommunications	3	CLC	CTC	223	223 - Technical occupations in civil, mechanical and industrial engineering	223 - Personnel technique en génie civil, mécanique et industriel	Shaw Cablesystems G.P.	Shaw Cablesystems G.P.	Active
14403-03	2016-04-01	2019-03-31	2016-04-01	F20	20	30	48	Private	484110	No	35	Ontario		Greater Sudbury / Grand Sudbury	Greater Sudbury / Grand Sudbury	Ontario	Ontario	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	751	751 - Motor vehicle and transit drivers	751 - Conducteurs/conductrices de véhicules automobiles et de véhicules de transport en commun	Tank Truck Transport Inc.	Tank Truck Transport Inc.	Current
14404-02	2013-05-01	2018-04-30		F20	20	35	48	Private	481110	No	46	Manitoba		Winnipeg	Winnipeg	Manitoba	Manitoba	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	6522	6522 - Pursers and flight attendants	6522 - Commissaires et agents/agentes de bord	Calm Air International Ltd.	Calm Air International Ltd.	Active
14405-03	2017-01-01	2020-12-31	2017-10-16	F20	20	100	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	6522	6522 - Pursers and flight attendants	6522 - Commissaires et agents/agentes de bord	Canadian North Inc.	Canadian North Inc.	Current
14406-02	2013-11-24	2017-11-23	2014-09-02	F20	20	2	49	Private	492110	No	10	Newfoundland and Labrador		St. John's	St. John's	Newfoundland and Labrador	Terre-Neuve-et-Labrador	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	DHL Express (Canada) Limited	DHL Express (Canada) Limited	Active
14410-03	2017-04-01	2021-03-31	2017-05-23	F20	20	430	49	Private	492110	Yes	48	Alberta		Province wide	à l'échelle de la province	Alberta	Alberta	606	Unifor	Unifor	3	CLC	CTC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Loomis Express (Canada) Ltd.	Loomis Express (Canada) Ltd.	Current
14412-02	2013-04-01	2017-03-31	2013-04-01	F20	20	26	49	Private	492110	No	12	Nova Scotia		Province wide	à l'échelle de la province	Nova Scotia	Nouvelle-Écosse	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Loomis Express (Canada), Ltd.	Loomis Express (Canada), Ltd.	Active
14416-02	2015-08-01	2020-08-01	2015-08-01	F20	20	35	31	Private	311211	No	35	Ontario		Midland	Midland	Ontario	Ontario	110	Bakery, Confectionery, Tobacco Workers and Grain Millers International Union	Syndicat international des travailleurs et travailleuses de la boulangerie, confiserie, tabac et meunerie	1	AFL-CIO/CLC	FAT-COI/CTC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	ADM Milling Co.	ADM Milling Co.	Current
14418-02	2014-07-01	2018-07-01	2015-10-15	F20	20	32	51	Private	517910	No	59	British Columbia		Prince Rupert	Prince Rupert	British Columbia	Colombie-Britannique	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	7244	7244 - Electrical power line and cable workers	7244 - Monteurs/monteuses de lignes électriques et de câbles	CityWest Telephone Corporation	CityWest Telephone Corporation	Current
14419-02	2015-07-01	2019-06-30	2016-06-13	F20	20	23	51	Private	517910	No	59	British Columbia		Prince Rupert	Prince Rupert	British Columbia	Colombie-Britannique	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	7244	7244 - Electrical power line and cable workers	7244 - Monteurs/monteuses de lignes électriques et de câbles	CityWest Cable North Corporation	CityWest Cable North Corporation	Current
